                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 1.0444,                 1.3226,                 1.3683,                 0.7557,                0.67028,                0.75371,                0.54154,                  1.022,                 1.0071,                 1.3159,              0.0084952,              0.0084952,              0.0084952
                     78,                 1.0435,                 1.3284,                 1.3677,                0.76154,                0.66648,                0.75425,                0.54242,                 1.0211,                 1.0051,                 1.3149,              0.0084754,              0.0084754,              0.0084754
                     79,                 1.0399,                  1.315,                 1.3679,                0.76582,                0.66412,                0.75489,                 0.5432,                 1.0205,                 1.0035,                 1.3141,              0.0084556,              0.0084556,              0.0084556
                     80,                 1.0468,                 1.3236,                 1.3677,                0.76396,                0.66722,                0.75542,                0.54371,                 1.0198,                 1.0019,                 1.3132,              0.0084358,              0.0084358,              0.0084358
                     81,                 1.0398,                 1.3099,                  1.361,                0.75848,                0.67131,                0.75581,                0.54441,                 1.0192,                 1.0004,                 1.3125,               0.008416,               0.008416,               0.008416
                     82,                 1.0386,                 1.3145,                 1.3616,                  0.762,                 0.6711,                0.75639,                0.54468,                 1.0187,                0.99887,                 1.3118,              0.0083962,              0.0083962,              0.0083962
                     83,                 1.0352,                 1.3104,                 1.3588,                0.75811,                0.67568,                0.75698,                 0.5452,                 1.0183,                0.99697,                 1.3112,              0.0083764,              0.0083764,              0.0083764
                     84,                 1.0355,                 1.3035,                 1.3591,                0.75666,                0.67741,                0.75746,                0.54576,                 1.0177,                 0.9955,                 1.3105,              0.0083566,              0.0083566,              0.0083566
                     85,                  1.038,                 1.3037,                 1.3616,                0.76033,                0.67458,                0.75795,                0.54623,                 1.0171,                0.99396,                 1.3097,              0.0083368,              0.0083368,              0.0083368
                     86,                 1.0336,                 1.3019,                 1.3536,                0.76207,                0.67393,                0.75831,                0.54698,                 1.0167,                0.99244,                  1.309,               0.008317,               0.008317,               0.008317
                     87,                 1.0291,                 1.2914,                 1.3512,                0.76128,                0.67558,                0.75893,                0.54717,                 1.0162,                0.99085,                 1.3081,              0.0082972,              0.0082972,              0.0082972
                     88,                  1.035,                 1.2865,                  1.353,                 0.7622,                0.67511,                0.75913,                0.54756,                 1.0157,                0.98918,                 1.3074,              0.0082774,              0.0082774,              0.0082774
