                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                 1.0284,                 1.2883,                 1.3728,                0.77151,                 0.6719,                0.76342,                0.55574,                   1.02,                0.98642,                 1.3477,              0.0084358,              0.0084358,              0.0084358
                     81,                 1.0273,                 1.2953,                 1.3883,                0.77355,                0.67091,                0.76409,                0.55608,                 1.0192,                0.98469,                 1.3468,               0.008416,               0.008416,               0.008416
                     82,                 1.0372,                 1.2867,                 1.3853,                0.77589,                0.67025,                0.76465,                0.55678,                 1.0186,                0.98352,                  1.346,              0.0083962,              0.0083962,              0.0083962
                     83,                 1.0271,                 1.2664,                 1.3822,                0.77604,                0.67174,                0.76507,                0.55755,                 1.0179,                0.98198,                 1.3451,              0.0083764,              0.0083764,              0.0083764
                     84,                 1.0221,                 1.2648,                 1.3754,                0.77411,                0.67284,                0.76579,                0.55803,                 1.0173,                0.98026,                 1.3441,              0.0083566,              0.0083566,              0.0083566
                     85,                 1.0408,                  1.277,                 1.3837,                0.77363,                0.67439,                0.76647,                0.55863,                 1.0168,                0.97857,                 1.3433,              0.0083368,              0.0083368,              0.0083368
                     86,                 1.0361,                 1.2729,                 1.3838,                0.77237,                0.67544,                 0.7671,                0.55847,                 1.0162,                0.97686,                 1.3424,               0.008317,               0.008317,               0.008317
                     87,                 1.0076,                 1.2518,                 1.3594,                0.77416,                0.67542,                0.76756,                0.55871,                 1.0154,                0.97551,                 1.3414,              0.0082972,              0.0082972,              0.0082972
                     88,                  1.037,                 1.2441,                 1.3774,                0.77442,                0.67592,                 0.7677,                0.55946,                 1.0148,                0.97413,                 1.3405,              0.0082774,              0.0082774,              0.0082774
                     89,                  1.025,                 1.2576,                 1.3725,                0.77343,                0.67711,                0.76798,                0.55971,                 1.0139,                0.97267,                 1.3395,              0.0082576,              0.0082576,              0.0082576
                     90,                  1.028,                 1.2487,                 1.3726,                 0.7749,                 0.6771,                0.76833,                0.56002,                 1.0135,                0.97095,                 1.3387,              0.0082378,              0.0082378,              0.0082378
                     91,                  1.012,                 1.2415,                  1.372,                0.77431,                0.67796,                0.76885,                 0.5605,                 1.0127,                0.96942,                 1.3376,               0.008218,               0.008218,               0.008218
                     92,                 1.0261,                 1.2362,                 1.3676,                 0.7753,                0.67915,                0.76921,                0.56085,                 1.0122,                0.96785,                 1.3367,              0.0081982,              0.0081982,              0.0081982
                     93,                 1.0218,                  1.223,                 1.3637,                0.77643,                0.67985,                   0.77,                0.56171,                 1.0118,                0.96613,                 1.3358,              0.0081784,              0.0081784,              0.0081784
                     94,                 1.0215,                 1.2478,                 1.3684,                0.77236,                0.68355,                0.77051,                 0.5621,                 1.0111,                0.96442,                 1.3348,              0.0081586,              0.0081586,              0.0081586
                     95,                  1.011,                 1.2311,                 1.3701,                0.76968,                0.68718,                0.77121,                0.56273,                 1.0107,                0.96258,                 1.3341,              0.0081388,              0.0081388,              0.0081388
                     96,                 1.0198,                 1.2559,                 1.3678,                0.77317,                0.68637,                0.77152,                0.56321,                 1.0101,                 0.9609,                 1.3332,               0.008119,               0.008119,               0.008119
                     97,                 1.0131,                 1.2383,                 1.3669,                0.76493,                0.69214,                0.77205,                0.56335,                 1.0098,                0.95939,                 1.3328,              0.0080992,              0.0080992,              0.0080992
