                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.0481,                 1.3792,                 1.4108,                0.76195,                0.66726,                0.75186,                0.54682,                0.98902,                 1.0151,                 1.3345,              0.0088318,              0.0088318,              0.0088318
                     61,                 1.0433,                 1.3773,                 1.4095,                0.75796,                0.67088,                0.75308,                0.54837,                0.98824,                 1.0124,                 1.3336,               0.008812,               0.008812,               0.008812
                     62,                 1.0458,                 1.3636,                 1.4076,                 0.7476,                0.68112,                0.75383,                0.54947,                0.98708,                 1.0093,                 1.3319,              0.0087922,              0.0087922,              0.0087922
                     63,                 1.0443,                 1.3648,                 1.4041,                0.75858,                0.67196,                0.75476,                0.54949,                0.98609,                 1.0072,                 1.3305,              0.0087724,              0.0087724,              0.0087724
                     64,                 1.0413,                 1.3521,                 1.4035,                0.75823,                0.67522,                0.75589,                0.55038,                0.98511,                 1.0047,                 1.3292,              0.0087526,              0.0087526,              0.0087526
                     65,                 1.0413,                 1.3558,                 1.4018,                0.75876,                0.67522,                 0.7568,                0.55126,                0.98393,                 1.0028,                 1.3277,              0.0087328,              0.0087328,              0.0087328
                     66,                 1.0327,                 1.3485,                 1.3987,                0.75675,                0.67793,                0.75741,                0.55225,                0.98265,                 1.0008,                 1.3262,               0.008713,               0.008713,               0.008713
                     67,                 1.0382,                 1.3427,                 1.3972,                0.75377,                  0.679,                0.75822,                0.55293,                0.98185,                0.99914,                 1.3249,              0.0086932,              0.0086932,              0.0086932
                     68,                 1.0379,                 1.3373,                  1.398,                 0.7548,                0.67958,                0.75924,                0.55431,                0.98071,                0.99738,                 1.3237,              0.0086734,              0.0086734,              0.0086734
                     69,                 1.0347,                 1.3355,                 1.4006,                0.75676,                0.68082,                0.76018,                0.55507,                0.98005,                0.99575,                 1.3228,              0.0086536,              0.0086536,              0.0086536
                     70,                 1.0266,                 1.3339,                 1.3905,                0.75484,                0.68339,                0.76067,                0.55598,                0.97889,                0.99417,                 1.3213,              0.0086338,              0.0086338,              0.0086338
                     71,                 1.0265,                 1.3209,                 1.3863,                0.75936,                0.68143,                 0.7611,                0.55637,                0.97824,                0.99237,                 1.3204,               0.008614,               0.008614,               0.008614
                     72,                 1.0277,                  1.325,                 1.3909,                0.76025,                0.68243,                0.76185,                0.55754,                 0.9771,                0.99066,                  1.319,              0.0085942,              0.0085942,              0.0085942
